Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",2022-07-01,8532,Land-Open Store/Yard,Station Road - Land Adj River Bank,Station Road - Land Adj River Bank Shirehampton Bristol BS11 9XA,,,,BS11 9XA,Avonmouth & Lawrence Weston,352660.0,176270.0,Freehold,,Land Only,95.0,0.15584,,Investment Properties,,,,"2013, 2015, 2016, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,4069,Land-Public Park,St Agnes Park,St Agnes Park Thomas Street St Pauls Bristol,45.0,Thomas Street,Bristol,BS2 9LJ,Ashley,359884.0,174176.0,Freehold,,Land Only,95.0,0.80942,Yes,Community,,,,"2013, 2016, 2019, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,14410,Swimming Pool,Jubilee Pool,Jubilee Pool Jubilee Road Knowle Bristol BS4 2LP,,Jubilee Road,Bristol,BS4 2LP,Knowle,361018.0,170623.0,Freehold,,Land And Building(S),1456.6,0.148498,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2016, 2018, 2021",627853.28,,2022.0,431.04028559659486,3,Low
"Bristol, City of",2022-07-01,7882,Public House,35 Corn Street,35 Corn Street City Centre Bristol BS1 1HT,35.0,Corn Street,Bristol,BS1 1HT,Central,358752.0,172986.0,Freehold,,Land And Building(S),95.0,0.035768,,Investment Properties,,,,"2011, 2014, 2016, 2017, 2021, 2022, 2023, 2024",,,2022.0,0.0,8,Unknown
"Bristol, City of",2022-07-01,3108,Hotel/Guest House,The Bristol Hotel,The Bristol Hotel Prince Street City Centre Bristol BS1 4QF,,Prince Street,Bristol,BS1 4QF,Central,358612.0,172562.0,Freehold,,Land And Building(S),95.0,0.269413,,Investment Properties,,,,"2011, 2013, 2016, 2020, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,61062,Land-Travellers Site,Rose Meadow View Travellers Site,Rose Meadow View Travellers Site South Liberty Lane Ashton Vale Bristol BS3 2UP,,,,BS3 2UP,Bedminster,356120.0,170093.0,Freehold,,Land And Building(S),95.0,1.047609,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2016, 2021, 2022, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,5947,Hotel/Guest House,Hilton Garden Inn,Hilton Garden Inn Temple Way St Philips Bristol BS1 6BF,,Temple Way,Bristol,BS1 6BF,Central,359442.0,172683.0,Freehold,,Land And Building(S),95.0,0.264028,,Investment Properties,,,,"2012, 2013, 2014, 2016, 2021, 2023",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,3674,Land-Residential,Wesleyan Close - Land At,Wesleyan Close - Land At Lawrence Weston Bristol BS11 0FN,,,,BS11 0FN,Avonmouth & Lawrence Weston,355018.0,178560.0,Freehold,,Land Only,95.0,0.112346,Yes,Direct Service,,,,"2016, 2017, 2019, 2020, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,3643,Land-Garden,Church Leaze - Garden Land At Rear Of 24,Church Leaze - Garden Land At Rear Of 24 Shirehampton Bristol BS11 9SY,24.0,Church Leaze,Bristol,BS11 9SY,Avonmouth & Lawrence Weston,353044.0,176841.0,Freehold,,Land Only,95.0,0.003175,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2013, 2016, 2018, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,3644,Land-Garden,Church Leaze - Garden Land At Rear Of 25,Church Leaze - Garden Land At Rear Of 25 Shirehampton Bristol BS11 9SY,25.0,Church Leaze,Bristol,BS11 9SY,Avonmouth & Lawrence Weston,353048.0,176839.0,Freehold,,Land Only,95.0,0.003004,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2016, 2017, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,3645,Land-Garden,Church Leaze - Garden Land At Rear Of 26,Church Leaze - Garden Land At Rear Of 26 Shirehampton Bristol BS11 9SY,26.0,Church Leaze,Bristol,BS11 9SZ,Avonmouth & Lawrence Weston,353059.0,176847.0,Freehold,,Land Only,95.0,0.003402,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2012, 2014, 2015, 2016, 2019, 2021",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,116624,Sports Building/Hall/Facility,Henbury Leisure Centre,Henbury Leisure Centre Avonmouth Way Henbury Bristol BS10 7NG,,Avonmouth Way,Bristol,BS10 7NG,Henbury & Brentry,356193.0,179127.0,Freehold,,Land And Building(S),0.0,0.519172,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2010, 2012, 2013, 2016, 2019, 2021",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,3207,Hotel/Guest House,The Washington Hotel,The Washington Hotel 11-13 St Pauls Road Clifton Bristol BS8 1LX,9.0,St Pauls Road,Bristol,BS8 1LX,Clifton Down,357721.0,173530.0,Freehold,,Land And Building(S),0.0,0.0739,,Investment Properties,F,2000.0,,"2013, 2016, 2020, 2021, 2022, 2023",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,5895,Land-Residential,67-89 Bloy Street,67-89 Bloy Street Easton Bristol BS5 6AZ,67.0,Bloy Street,Bristol,BS5 6AZ,Easton,361193.0,174114.0,Freehold,,Land Only,95.0,0.079778,Yes,Direct Service,,,,"2012, 2016, 2018, 2021, 2022, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,5917,Sports Building/Hall/Facility,Willmott Park Bowls Club,Willmott Park Bowls Club 77 Fulford Road Hartcliffe Bristol BS13 0AA,77.0,Fulford Road,Bristol,BS13 0AA,Hartcliffe & Withywood,358215.0,168075.0,Freehold,,Land And Building(S),95.0,0.274915,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2013, 2016, 2019, 2021",291200.0,,2022.0,3065.2631578947367,4,Low
"Bristol, City of",2022-07-01,6125,Public House,The Crown Public House,The Crown Public House 11-12 All Saints Lane City Centre Bristol BS1 1JH,,,,BS1 1JH,Central,358878.0,173007.0,Freehold,,Land And Building(S),900.0,0.033635,,Investment Properties,G,2200.0,,"2012, 2016, 2021, 2022, 2023",291200.0,,2022.0,323.55555555555554,5,Low
"Bristol, City of",2022-07-01,5187,Land-Open Store/Yard,4-10 West Street,4-10 West Street Bedminster Bristol BS3 3LG,4.0,West Street,Bristol,BS3 3LG,Bedminster,358305.0,171370.0,Freehold,,Land And Building(S),60.0,0.044362,,Investment Properties,G,2200.0,,"2010, 2014, 2016, 2020, 2021, 2022, 2024",291200.0,,2022.0,4853.333333333333,7,Low
"Bristol, City of",2022-07-01,139074,Land-Residential,Butterfield Close - Land Adjoining 48,Butterfield Close - Land Adjoining 48 Manor Farm Bristol BS10 5AZ,,,,BS10 5AZ,Horfield,359112.0,177041.0,Freehold,,Land Only,95.0,0.019153,Yes,Direct Service,,,,"2012, 2016, 2020, 2021, 2022, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,5746,Land-Public Park,The Dings Park,The Dings Park Oxford Street St Philips Bristol BS2 0QU,,Oxford Street,Bristol,BS2 0QU,Lawrence Hill,360119.0,172717.0,Freehold,,Land Only,95.0,0.0,Yes,Community,,,,"2011, 2016, 2017, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,10384,House/Houses,Ashton Court - Clarkencombe Lodge,Ashton Court - Clarkencombe Lodge Clarken Coombe Long Ashton North Somerset BS41 9JN,,,,BS41 9JN,Outside Bristol,354851.0,171491.0,Freehold,,Land And Building(S),0.0,0.010903,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2016, 2017, 2018, 2019, 2021",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,8007,Sports Building/Hall/Facility,Penpole Lane - Clubhouse And Changing Rooms,Penpole Lane - Clubhouse And Changing Rooms Shirehampton Recreation Ground Penpole Lane Bristol BS11 0EA,,Penpole Lane,Bristol,BS11 0EA,Avonmouth & Lawrence Weston,353771.0,177109.0,Freehold,,Land And Building(S),135.2,0.01168,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2011, 2012, 2014, 2016, 2017, 2019, 2021, 2023",291200.0,,2022.0,2153.846153846154,8,Low
"Bristol, City of",2022-07-01,139133,Land-Unused Land,Craydon Road - Land Rear Of 160,Craydon Road - Land Rear Of 160 Stockwood Bristol BS14 8HD,,,,BS14 ,Stockwood,361768.0,168024.0,Freehold,Vacant,Land Only,95.0,0.003861,,Surplus / Non-operational / Under Review,,,,"2015, 2016, 2018, 2019, 2020, 2021, 2023",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,3804,House Service Occupancy,South Bristol Cemetery Lodge,South Bristol Cemetery Lodge 28 Bridgwater Road Bedminster Down Bristol BS13 7AS,28.0,Bridgwater Road,Bristol,BS13 7AS,Bishopsworth,356753.0,169727.0,Freehold,,Land And Building(S),151.0,0.24682,Yes,Direct Service,E,1800.0,,"2016, 2021, 2022",291200.0,,2022.0,1928.476821192053,3,Low
"Bristol, City of",2022-07-01,10257,Land-Open Space,Blaise Castle Estate,Blaise Castle Estate Henbury Road Henbury Bristol,,Henbury Road,Bristol,BS10 7QE,Henbury & Brentry,356384.0,178557.0,Mixed Title,,Land Only,95.0,120.896835,Yes,Community,,,,"2011, 2015, 2016, 2020, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,4494,Scout/Guide Building,Bishport Avenue - Scout Premises,Bishport Avenue - Scout Premises Bishport Avenue Hartcliffe Bristol BS13 9LW,,,,BS13 9LW,Hartcliffe & Withywood,357847.0,167529.0,Freehold,,Land And Building(S),95.0,0.1176,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2012, 2016, 2021, 2023, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,4425,Land-Garden,Shirehampton Road - Land At Rear Of 181,Shirehampton Road - Land At Rear Of 181 Shirehampton Road Sea Mills Bristol,181.0,Shirehampton Road,Bristol,BS9 2EQ,Avonmouth & Lawrence Weston,354819.0,176896.0,Freehold,,Land Only,95.0,0.0213,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2013, 2016, 2017, 2021, 2022, 2024",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,5190,Land-Retail/Commercial,24 West Street,24 West Street Bedminster Bristol BS3 3LG,24.0,West Street,Bristol,BS3 3LG,Bedminster,358268.0,171346.0,Freehold,,Land Only,100.0,0.007975,,Investment Properties,E,1800.0,,"2012, 2016, 2019, 2020, 2021, 2022, 2023, 2024",291200.0,,2022.0,2912.0,8,Low
"Bristol, City of",2022-07-01,5057,Hotel/Guest House,Holiday Inns Crowne Plaza ,Holiday Inns Crowne Plaza  98 Victoria Street Temple Bristol BS1 6HY,,Victoria Street,Bristol,BS1 6HY,Central,359372.0,172589.0,Freehold Reversion,,Land And Building(S),0.0,0.292585,,Investment Properties,F,2000.0,,"2015, 2016, 2019, 2020, 2021, 2022",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,7611,Land-Open Space,Lamplighters Playing Field,Lamplighters Playing Field Nibley Road Shirehampton Bristol BS11 9XW,,,,BS11 9XW,Avonmouth & Lawrence Weston,352884.0,176125.0,Freehold,,Land Only,95.0,4.569137,Yes,Community,,,,"2011, 2016, 2021, 2025",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,5561,Land-Community Development,Former Filwood Service Station,Former Filwood Service Station 20-22 Filwood Broadway Knowle Bristol BS4 1JN,,,,BS4 ,Filwood,359344.0,169658.0,Freehold,Vacant,Land Only,95.0,0.112519,,Surplus / Non-operational / Under Review,,,,"2011, 2016, 2017, 2020, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,9124,House/Houses,Ecohome,Ecohome Smeaton Road Hotwells Bristol BS1 6XN,,Smeaton Road,Bristol,BS1 6XN,Hotwells & Harbourside,356866.0,172175.0,Freehold,,Land And Building(S),140.2,0.035269,Yes,Direct Service,F,2000.0,,"2015, 2016, 2017, 2018, 2020, 2021, 2024, 2025",291200.0,,2022.0,2077.0328102710414,8,Low
"Bristol, City of",2022-07-01,8143,Land-Residential,Culverwell Road - Housing Development - Phase 4,Culverwell Road - Housing Development - Phase 4 Withywood Bristol BS13 9HB,,,,BS13 9HB,Hartcliffe & Withywood,357497.0,167596.0,Freehold,,Land Only,95.0,0.460792,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2016, 2020, 2021, 2022, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,7227,Public House,King Street Warehouse,King Street Warehouse 13-15 King Street City Centre Bristol BS1 4EF,13.0,King Street,Bristol,BS1 4EF,Central,358798.0,172695.0,Freehold,,Land And Building(S),0.0,0.05291,,Investment Properties,E,1800.0,,"2011, 2016, 2018, 2021, 2022, 2024",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,256,House Service Occupancy,Ashley Down Primary School House,Ashley Down Primary School House 9 Downend Road Ashley Down Bristol BS7 9PD,9.0,Downend Road,Bristol,BS7 9PD,Bishopston & Ashley Down,359516.0,176200.0,Freehold,,Land And Building(S),101.0,0.015991,Yes,Direct Service,E,1800.0,,"2010, 2013, 2016, 2017, 2020, 2021",291200.0,,2022.0,2883.168316831683,6,Low
"Bristol, City of",2022-07-01,1042,House Service Occupancy,Badocks Wood E-ACT Academy School House,Badocks Wood E-ACT Academy School House 115 Doncaster Road Southmead Bristol BS10 5PU,115.0,Doncaster Road,Bristol,BS10 5PU,Southmead,358039.0,178043.0,Freehold Reversion,,Land And Building(S),67.1,0.033,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2014, 2016, 2017, 2020, 2021, 2022, 2023, 2025",291200.0,,2022.0,4339.791356184799,8,Low
"Bristol, City of",2022-07-01,1158,Land-Residential,Guild Court,Guild Court Redcliff Backs Redcliff Bristol,,Redcliff Backs,Bristol,BS1 6HX,Central,359048.0,172513.0,Freehold,,Land Only,0.0,0.185647,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2011, 2015, 2016, 2021, 2023, 2025",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,651,Flat/Flats,St Mary Redcliffe And Temple CE VA School Flat,St Mary Redcliffe And Temple CE VA School Flat Somerset Square Redcliff Bristol BS1 6RT,,Somerset Square,Bristol,BS1 6RS,Central,359211.0,172104.0,Education Acts Agt,,Building(S) Only,95.0,0.013363,Yes,Direct Service,,,,"2010, 2013, 2016, 2017, 2021, 2023, 2025",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,898,House/Houses,1B Amercombe Walk,1B Amercombe Walk Stockwood Bristol BS14 8AN,1.0,Amercombe Walk,Bristol,BS14 8AN,Stockwood,361624.0,169371.0,Freehold,,Land And Building(S),226.5,0.0804,,Surplus / Non-operational / Under Review,F,2000.0,,"2015, 2016, 2018, 2020, 2021",291200.0,,2022.0,1285.6512141280352,5,Low
"Bristol, City of",2022-07-01,818,House/Houses,Bedminster Down School House,Bedminster Down School House 7 Donald Road Bedminster Down Bristol BS13 7DG,7.0,Donald Road,Bristol,BS13 7DG,Bishopsworth,356898.0,169421.0,Freehold,,Land And Building(S),0.0,0.035656,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2011, 2016, 2021, 2023, 2024, 2025",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,127,House Service Occupancy,Nova Primary School House,Nova Primary School House Barracks Lane Shirehampton Bristol BS11 9NG,,Barracks Lane,Bristol,BS11 9NG,Avonmouth & Lawrence Weston,352715.0,177695.0,Freehold,,Land And Building(S),95.0,0.038162,Yes,Direct Service,,,,"2016, 2017, 2021, 2024",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,79,House/Houses,St Bedes Catholic College School House,St Bedes Catholic College School House Lawrence Weston Road Lawrence Weston Bristol BS11 0ST,135.0,Lawrence Weston Road,Bristol,BS11 0ST,Avonmouth & Lawrence Weston,354556.0,178740.0,Freehold Reversion,,Land And Building(S),0.0,0.042525,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2014, 2016, 2021",291200.0,,2022.0,0.0,3,Low
"Bristol, City of",2022-07-01,86,Land-Unused Land,Former Lawrence Weston Centre,Former Lawrence Weston Centre Stile Acres Lawrence Weston Bristol BS11 0QA,,,,BS11 ,Avonmouth & Lawrence Weston,354556.0,178454.0,Freehold,Vacant,Land Only,95.0,0.051486,,Surplus / Non-operational / Under Review,,,,"2011, 2014, 2016, 2021, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,389,House Service Occupancy,St Barnabas CE VC School House,St Barnabas CE VC School House 41 Albany Road Montpelier Bristol BS6 5LQ,41.0,Albany Road,Bristol,BS6 5LQ,Ashley,359719.0,174425.0,Freehold,,Land And Building(S),210.2,0.0,Yes,Direct Service,G,2200.0,,"2016, 2018, 2020, 2021",291200.0,,2022.0,1385.3472882968601,4,Low
"Bristol, City of",2022-07-01,82232,Land-Village Green,Land Fronting The Robins PH,Land Fronting The Robins PH Winterstoke Road Ashton Bristol,,Winterstoke Road,Bristol,BS3 2PW,Bedminster,357060.0,170865.0,Freehold,,Land Only,95.0,0.0906,Yes,Community,,,,"2011, 2014, 2016, 2018, 2021, 2024, 2025",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,131727,Land-Garden,Petercole Drive - Land To The Rear,Petercole Drive - Land To The Rear Bristol  BS13 8JP,,,,BS13 8JP,Bishopsworth,357039.0,168798.0,Freehold,,Land Only,95.0,0.04453,Yes,Direct Service,,,,"2011, 2016, 2021, 2024",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,134180,Land-Residential,69 Satchfield Crescent - Land Adjoining,69 Satchfield Crescent - Land Adjoining Henbury Bristol BS10 7BL,69.0,Satchfield Crescent,Bristol,BS10 7BL,Henbury & Brentry,356999.0,178536.0,Freehold,,Land Only,95.0,0.006613,Yes,Direct Service,,,,"2011, 2016, 2020, 2021, 2022",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,130650,House/Houses,22 Wanscow Walk,22 Wanscow Walk Henleaze Bristol BS9 4LE,22.0,Wanscow Walk,Bristol,BS9 4LE,Westbury-on-Trym & Henleaze,357911.0,176546.0,Freehold Reversion,,Land And Building(S),95.0,0.037179,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2012, 2016, 2019, 2020, 2021, 2024",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,132995,Land-Garden,Land Adjoining 2 Lyveden Gardens,Land Adjoining 2 Lyveden Gardens Lyveden Gardens Hartcliffe Bristol BS13 9QR,2.0,Lyveden Gardens,Bristol,BS13 9QR,Hartcliffe & Withywood,357969.0,168342.0,Freehold,,Land Only,95.0,0.002966,Yes,Direct Service,,,,"2016, 2017, 2020, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,999,House Service Occupancy,Hartcliffe Secondary School (Former) - School House,Hartcliffe Secondary School (Former) - School House 48 Teyfant Road Hartcliffe Bristol BS13 0RF,48.0,Teyfant Road,Bristol,BS13 0RF,Hengrove & Whitchurch Park,359173.0,167610.0,Freehold,,Land And Building(S),95.0,0.067382,Yes,Direct Service,,,,"2010, 2011, 2014, 2016, 2021, 2022, 2023",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,131391,Land-Housing Council Development,Access Road To Moorfields House And Land Around,Access Road To Moorfields House And Land Around Church Road Redfield Bristol BS5 9JW,,Church Road,Bristol,BS5 9JP,Easton,361117.0,173339.0,Freehold,,Land Only,95.0,0.065042,Yes,Direct Service,,,,"2011, 2014, 2016, 2020, 2021, 2023",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,139073,Land-Unused Land,Bishop Manor Road - Land Rear Of 27-77,Bishop Manor Road - Land Rear Of 27-77 Manor Farm Bristol BS10 5BD,,,,BS10 5BD,Horfield,358964.0,177333.0,Freehold,,Land Only,95.0,0.039903,,Surplus / Non-operational / Under Review,,,,"2010, 2015, 2016, 2017, 2021, 2022",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,9252,Land-Residential,Whitson House - Land Adjacent,Whitson House - Land Adjacent Great George Street St Judes Bristol BS2 9ED,,Great George Street,Bristol,BS2 9ED,Lawrence Hill,359738.0,173478.0,Freehold,,Land Only,95.0,0.034202,Yes,Direct Service,,,,"2015, 2016, 2020, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,119843,Land-Housing Non-Council Development,Waverley Gardens ,Waverley Gardens  Land For Very Sheltered Housing Scheme Queens Road Bishopsworth Bristol,,Queens Road,Bristol,BS13 8EL,Hartcliffe & Withywood,357141.0,168239.0,Freehold Reversion,,Land Only,95.0,0.876705,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2014, 2016, 2021, 2022, 2023",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,139240,Land-Residential,Dursley Road - Land Adjoining 3 Winchcombe Grove,Dursley Road - Land Adjoining 3 Winchcombe Grove Dursley Road Shirehampton Bristol BS11 9RZ,,,,BS11 9RZ,Avonmouth & Lawrence Weston,353573.0,176454.0,Freehold,,Land Only,95.0,0.011736,Yes,Direct Service,,,,"2012, 2014, 2016, 2018, 2019, 2021, 2022, 2024",,,2022.0,0.0,8,Unknown
"Bristol, City of",2022-07-01,139118,Garage/Garages/Car Parking - Domestic,Robin Close Car Park,Robin Close Car Park Dutton Road  Stockwood Bristol BS14 8BL,,,,BS14 8BL,Stockwood,361627.0,168567.0,Freehold,,Land Only,95.0,0.178877,Yes,Direct Service,,,,"2011, 2016, 2020, 2021, 2022",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,138287,Land-Unused Land,Land At Rear Of 2 Rosemary Lane,Land At Rear Of 2 Rosemary Lane Rosemary Lane Eastville Bristol BS5 6YF,,,,BS5 ,Eastville,361226.0,174775.0,Freehold,Vacant,Land Only,95.0,0.001139,,Surplus / Non-operational / Under Review,,,,"2011, 2015, 2016, 2021, 2022",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,139256,House/Houses,Cherry Blossom House,Cherry Blossom House 8 Bracton Drive Hengrove Bristol BS14 9QW,8.0,Bracton Drive,Bristol,BS14 9QW,Hengrove & Whitchurch Park,360356.0,168039.0,Freehold,,Land And Building(S),179.0,0.035958,Yes,Direct Service,G,2200.0,,"2010, 2012, 2016, 2021, 2024",291200.0,,2022.0,1626.8156424581005,5,Low
"Bristol, City of",2022-07-01,139210,Land-Garden,Sheridan Road - Land Adjoining 39,Sheridan Road - Land Adjoining 39 Sheridan Road  Horfield Bristol  BS7 0PU,,,,BS7 0PU,Horfield,360112.0,177905.0,Freehold,,Land Only,95.0,0.003131,Yes,Direct Service,,,,"2010, 2011, 2015, 2016, 2017, 2021",,,2022.0,0.0,6,Unknown
"Bristol, City of",,979,House/Houses,Gay Elms Primary School House,,,,,BS13 ,Hartcliffe,,,Freehold,Vacant,Building,80.1,0.041073,Yes,Land and Buildings,F,2000.0,,"2015, 2016, 2019, 2021",291200.0,,,3635.455680399501,4,Low
"Bristol, City of",,1016,House Service Occupancy,Lansdown Park School Caretakers Bungalow,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Building,84.0,0.047192,Yes,Land and Buildings,E,1800.0,,"2012, 2014, 2016, 2020, 2021, 2022, 2025",291200.0,,,3466.6666666666665,7,Low
"Bristol, City of",,674,House Service Occupancy,The Kingfisher School House,The Kingfisher School House Lichfield Road St Annes Park Bristol BS4 4BJ,,Lichfield Road,Bristol,BS4 4BJ,Brislington East,362329.0,172510.0,Freehold,,Building,81.3,0.065707,,Land and Buildings,E,1800.0,,"2012, 2015, 2016, 2017, 2019, 2021",291200.0,,,3581.7958179581797,6,Low
"Bristol, City of",,684,House/Houses,Ashton Park School House,Ashton Park School House Blackmoors Lane Bristol BS3 2JL,,Blackmoors Lane,Bristol,BS3 2JJ,Southville,356347.0,171465.0,Freehold,,Building,116.7,0.035447,,Land and Buildings,G,2200.0,,"2016, 2018, 2021, 2022, 2024",291200.0,,,2495.28706083976,5,Low
"Bristol, City of",,775,House/Houses,1 Knowle West Health Park,1 Knowle West Health Park Downton Road Knowle West Bristol BS4 1WH,,Downton Road,Bristol,BS4 1WH,Filwood,358712.0,170041.0,Freehold,,Building,95.0,0.0,,Land and Buildings,,,,"2013, 2014, 2016, 2019, 2021",,,,0.0,5,Unknown
"Bristol, City of",,883,Land-Unused Land,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site New Fosseway Road Hengrove Bristol,12.0,New Fosseway Road,Bristol,BS14 9LN,Hengrove,361016.0,168996.0,Freehold,,Land,95.0,3.455336,,Surplus,,,,"2011, 2013, 2015, 2016, 2021",,,,0.0,5,Unknown
"Bristol, City of",,885,House/Houses,New Oak Primary School House,,,,,BS14 ,Hengrove,,,Freehold,Vacant,Building,90.5,0.039854,Yes,Land and Buildings,E,1800.0,,"2016, 2020, 2021, 2024",291200.0,,,3217.6795580110497,4,Low
"Bristol, City of",,321,House/Houses,Glenfrome Primary School House,Glenfrome Primary School House 9 Cottisford Road Eastville Bristol BS5 6TY,9.0,Cottisford Road,Bristol,BS5 6TY,Lockleaze,360901.0,175613.0,Freehold,,Building,87.3,0.0291,Yes,Land and Buildings,F,2000.0,,"2011, 2014, 2015, 2016, 2021, 2022",291200.0,,,3335.6242840778923,6,Low
"Bristol, City of",,447,House Service Occupancy,Bristol Brunel Academy - School House,Bristol Brunel Academy - School House Duncombe Lane Speedwell Bristol BS15 1NR,,Duncombe Lane,Bristol,BS15 1NR,Hillfields,363546.0,174434.0,Freehold,,Building,95.0,0.04453,Yes,Land and Buildings,,,,"2010, 2012, 2016, 2019, 2021, 2024",,,,0.0,6,Unknown
"Bristol, City of",,262,House/Houses,Stoke Park Primary School House,Stoke Park Primary School House 177 Romney Avenue Lockleaze Bristol BS7 9SU,,Romney Avenue,Bristol,BS7 9SU,Lockleaze,360842.0,176562.0,Freehold,,Building,97.0,0.051892,Yes,Land and Buildings,G,2200.0,,"2011, 2016, 2021, 2022",291200.0,,,3002.061855670103,4,Low
"Bristol, City of",,208,House/Houses,Frome Vale Academy School House,Frome Vale Academy School House Frenchay Road Downend Bristol BS16 2QS,,Frenchay Road,Bristol,BS16 2QS,Frome Vale,364246.0,176933.0,Freehold,,Building,91.6,0.039036,,Land and Buildings,F,2000.0,,"2015, 2016, 2019, 2021, 2022",291200.0,,,3179.039301310044,5,Low
"Bristol, City of",,79822,Sports Building/Hall/Facility,Henbury Sports And Social Club,,,,,BS10 ,Henbury,,,Freehold,Vacant,Building,72.97,0.236187,,Land and Buildings,E,1800.0,,"2010, 2012, 2016, 2017, 2018, 2021",291200.0,,,3990.6811018226667,6,Low
"Bristol, City of",,11460,House/Houses,321 Speedwell Road,321 Speedwell Road Speedwell Bristol BS5 7SY,321.0,Speedwell Road,Bristol,BS5 7SY,Hillfields,363356.0,174363.0,Freehold,,Building,95.0,0.0388,,Investment Properties,,,,"2015, 2016, 2021, 2023, 2024, 2025",,,,0.0,6,Unknown
